DATE,Month,Number,TL,FL,SL,WGHT,SEX,Gross Mat,AGE,M_CODE,gonad wt,OFBW,GSI,maturity,source
9/17/2008,,SH0455,231,210,180,232.7,3,5,,,,,,,gcrl_ij
10/9/2008,,SH0456,475,440,391,1998.7,2,1,,,,,,,gcrl_ij
10/17/2008,,,519,469,413,,,,,,,,,,gcrl_ij
11/19/2008,,SH0456,346,312,272,716.2,2,1,,,,,,,gcrl_ij
11/19/2008,,SH0457,334,302,258,618.6,2,2,,,,,,,gcrl_ij
12/17/2008,,SH0458,389,350,304,1020.8,2,2,,,,,,,gcrl_ij
12/17/2008,,SH0459,407,370,322,1189.6,2,2,,,,,,,gcrl_ij
1/23/2009,,SH0450,426,389,335,1485.2,2,2,,,,,,,gcrl_ij
2/23/2009,,,455,420,354,,,,,,,,,,gcrl_ij
4/16/2009,,SH0462,378,345,298,1022.6,2,4,,,,,,,gcrl_ij
4/20/2009,,SH0463,282,258,220,396.1,3,5,,,,,,,gcrl_ij
5/11/2009,,SH0464,410,375,320,1157.6,2,4,,,,,,,gcrl_ij
10/7/2009,,SH0465,245,220,188,280.7,3,5,,,,,,,gcrl_ij
11/12/2009,,SH0466,337,311,261,644.3,3,5,,,,,,,gcrl_ij
11/13/2009,,SH0467,488,442,388,2440,2,2,,,,,,,gcrl_ij
11/13/2009,,SH0468,514,470,404,2480,2,2,,,,,,,gcrl_ij
11/13/2009,,,530,420,380,1340,2,2,,,,,,,gcrl_ij
1/22/2010,,SH0469,244,220,189,230.7,3,5,,,,,,,gcrl_ij
1/27/2010,,SH0470,342,308,263,681.3,1,2,,,,,,,gcrl_ij
1/27/2010,,SH0471,347,311,267,772.5,1,2,,,,,,,gcrl_ij
1/27/2010,,SH0472,372,339,290,955.3,2,2,,,,,,,gcrl_ij
1/27/2010,,SH0473,485,442,380,2078.3,2,2,,,,,,,gcrl_ij
2/19/2010,,SH0474,268,245,209,332.3,2,2,,,,,,,gcrl_ij
3/5/2010,,SH0476,270,245,206,371.8,2,4,,,,,,,gcrl_ij
3/5/2010,,SH0475,291,261,225,486.2,3,5,,,,,,,gcrl_ij
4/7/2010,,SH0477,370,336,287,858.2,1,5,,,,,,,gcrl_ij
4/22/2010,,SH0478,409,372,320,1152.2,1,4,,,,,,,gcrl_ij
5/19/2010,,SH0479,264,241,203,353,2,4,,,,,,,gcrl_ij
1/26/2011,,SH483,445,404,342,1688.2,2,2,,,,,,,gcrl_ij
1/26/2011,,SH480,536,482,417,2993.5,2,2,,,,,,,gcrl_ij
1/26/2011,,SH481,488,441,387,2003.9,1,2,,,,,,,gcrl_ij
1/26/2011,,SH482,379,340,291,957.9,3,5,,,,,,,gcrl_ij
2/16/2011,,SH484,481,436,381,1975.3,1,3,,,,,,,gcrl_ij
2/16/2011,,SH485,384,346,300,1067.1,1,3,,,,,,,gcrl_ij
11/9/2011,,SH486,453,410,357,1652.2,2,2,,,,,,,gcrl_ij
12/12/2011,,SH487,542,484,422,3000,2,2,,,,,,,gcrl_ij
1/19/2012,,SH488,440,400,344,1735.2,2,2,,,,,,,gcrl_ij
1/19/2012,,SH489,362,327,280,805,3,5,,,,,,,gcrl_ij
1/19/2012,,SH490,364,328,281,925.2,1,2,,,,,,,gcrl_ij
1/19/2012,,SH491,324,292,247,596.6,1,2,,,,,,,gcrl_ij
2/7/2012,,SH492,445,398,347,1560,1,2,,,,,,,gcrl_ij
2/7/2012,,SH493,421,374,320,1308.6,2,2,,,,,,,gcrl_ij
3/6/2012,,SH494,448,404,354,1498.6,2,2,,,,,,,gcrl_ij
3/6/2012,,SH495,430,391,342,1496.2,2,2,,,,,,,gcrl_ij
9/4/2012,,SH497,327,294,251,599,2,2,,,,,,,gcrl_ij
9/4/2012,,,,,,,,,,,,,,,gcrl_ij
9/4/2012,,,221,199,165,195,3,5,,,,,,,gcrl_ij
9/4/2012,,SH496,482,440,387,1938,2,1,,,,,,,gcrl_ij
1/23/2013,,SH498,384,332,285,904,2,1,,,,,,,gcrl_ij
2/8/2013,,SH499,470,423,364,2027,2,2,,,37.2,,,,gcrl_ij
2/18/2013,,SH501,463,413,351,1864.8,2,3,,,74.4,,,,gcrl_ij
2/18/2013,,SH500,415,370,323,1245,1,3,,,33.2,,,,gcrl_ij
2/27/2013,,SH502,225,210,180,207.8,,,,,,,,,gcrl_ij
2/27/2013,,SH503,241,223,188,232.2,,,,,,,,,gcrl_ij
3/18/2013,,SH504,469,421,366,2060,1,3,,,,,,,gcrl_ij
3/18/2013,,SH505,478,434,377,2040,2,3a,,,124.4,,,,gcrl_ij
4/15/2013,,SH506,437,400,349,1415.2,1,3,,,,,,,gcrl_ij
5/14/2013,,SH507,450,,362,1657.4,1,1,,,,,,,gcrl_ij
5/20/2013,,SH508,309,276,229,527.4,3,5,,,,,,,gcrl_ij
8/15/2013,,SH509,210,193,161,176.6,3,5,,,,,,,gcrl_ij
10/8/2013,,SH510,368,329,282,845.2,2,2,,,3.8,,,,gcrl_ij
12/5/2013,,SH511,444,400,343,1711.2,1,3a,,,,,,,gcrl_ij
1/10/2014,,SH517,393,340,277,892.4,2,2,,,9.2,,,,gcrl_ij
1/10/2014,,SH518,429,382,328,1453.4,1,3,,,,,,,gcrl_ij
1/10/2014,,SH512,514,460,405,2460,2,3,,,27.8,,,,gcrl_ij
1/10/2014,,SH513,367,334,285,917.8,1,2,,,,,,,gcrl_ij
1/10/2014,,SH514,529,476,417,2580,2,3,,,40.2,,,,gcrl_ij
1/10/2014,,SH515,360,326,278,826.2,2,2,,,6.8,,,,gcrl_ij
1/10/2014,,SH516,464,411,361,1636.8,1,3,,,,,,,gcrl_ij
1/31/2014,,SH519,441,400,346,1382.6,2,3,,,13.6,,,,gcrl_ij
2/14/2014,,SH524,535,482,419,3240,2,3,,,65.6,,,,gcrl_ij
2/14/2014,,SH525,480,430,374,1900,2,2,,,19.2,,,,gcrl_ij
2/14/2014,,SH520,505,457,401,2180,2,3,,,39.6,,,,gcrl_ij
2/14/2014,,ST521,440,400,345,1477.8,1,3,,,,,,,gcrl_ij
2/14/2014,,ST522,474,424,373,2020,1,2,,,,,,,gcrl_ij
2/14/2014,,ST523,537,482,415,3020,2,3,,,50.4,,,,gcrl_ij
2/19/2014,,SH526,463,418,362,1864.6,1,4,,,,,,,gcrl_ij
2/19/2014,,SH527,310,278,242,524,2,4,,,3,,,,gcrl_ij
3/7/2014,,SH528,374,339,293,917.6,2,4,,,6.2,,,,gcrl_ij
3/7/2014,,,366,328,285,823.4,1,4,,,,,,,gcrl_ij
3/7/2014,,,366,333,289,892,2,4,,,22.6,,,,gcrl_ij
3/7/2014,,,365,330,283,880,1,4,,,,,,,gcrl_ij
3/7/2014,,SH529,386,351,307,1059.6,1,3,,,,,,,gcrl_ij
3/7/2014,,SH530,389,351,304,1077.4,1,3,,,,,,,gcrl_ij
3/7/2014,,SH531,374,338,293,858.8,1,2,,,,,,,gcrl_ij
3/7/2014,,SH532,275,253,212,375.8,2,4,,,1.6,,,,gcrl_ij
3/7/2014,,SH533,285,261,222,444.4,3,5,,,,,,,gcrl_ij
6/12/2014,,SH534,300,275,232,468.4,3,5,,,,,,,gcrl_ij
6/12/2014,,SH535,276,250,214,382.6,1,5,,,,,,,gcrl_ij
9/10/2014,,SH536,250,226,191,313.6,3,5,,,,,,,gcrl_ij
12/2/2014,,SH537,401,361,314,1177,1,2,,,,,,,gcrl_ij
12/9/2014,,SH538,345,313,265,695.2,2,2,,,3.6,,,,gcrl_ij
12/9/2014,,SH539,365,327,283,882.4,1,2,,,,,,,gcrl_ij
12/9/2014,,SH540,434,393,340,1358.2,1,2,,,,,,,gcrl_ij
12/9/2014,,SH541,477,427,368,1723.6,2,2,,,11.8,,,,gcrl_ij
1/6/2015,,SH542,416,377,329,1372.8,2,2,,,13.2,,,,gcrl_ij
1/27/2015,,,520,471,411,2800,1,3,,,,,,,gcrl_ij
1/27/2015,,SH543,511,460,402,2200,1,3,,,,,,,gcrl_ij
1/27/2015,,SH544,401,365,317,1044.8,1,2,,,,,,,gcrl_ij
3/3/2015,,SH545,373,335,291,904.2,2,2,,,5.6,,,,gcrl_ij
3/3/2015,,SH546,428,386,335,1525,2,3,,,48.4,,,,gcrl_ij
4/15/2015,,SH547,406,368,320,1139.6,1,4,,,,,,,gcrl_ij
7/7/2015,,SH548,370,337,288,903.8,3,5,,,,,,,gcrl_ij
8/12/2015,,SH549,480,442,384,1811.4,2,2,,,10.244,,,,gcrl_ij
11/10/2015,,SH550,396,357,306,1156.4,1,2,,,,,,,gcrl_ij
12/14/2015,,SH551,383,346,300,919.8,2,2,,,5.889,,,,gcrl_ij
12/14/2015,,SH552,405,363,314,1161.2,2,2,,,10.648,,,,gcrl_ij
12/14/2015,,SH553,426,384,333,1344.2,1,2,,,,,,,gcrl_ij
1/14/2016,,SH554,496,449,388,2280,2,2,,,23.308,,,,gcrl_ij
1/15/2016,,SH555,429,391,344,1537,2,2,,,14.053,,,,gcrl_ij
1/15/2016,,SH556,388,350,307,1105,2,2,,,9.356,,,,gcrl_ij
1/15/2016,,SH557,500,448,393,2320,2,3,,,105.811,,,,gcrl_ij
1/25/2016,,SH558,369,330,282,853.8,2,2,,,6.921,,,,gcrl_ij
1/25/2016,,SH559,521,473,406,2340,1,2,,,,,,,gcrl_ij
2/1/2016,,SH560,296,268,230,441.2,3,5,,,,,,,gcrl_ij
3/7/2016,,SH561,509,458,400,2120,1,3a,,,,,,,gcrl_ij
3/7/2016,,SH562,492,444,387,2300,1,3a,,,,,,,gcrl_ij
5/5/2016,,SH563,409,370,317,1170.4,1,1,,,,,,,gcrl_ij
10/13/2016,,SH570,299,273,235,464,3,5,,,,,,,gcrl_ij
10/13/2016,,SH571,359,333,286,831.4,2,2,,,1.406,,,,gcrl_ij
10/13/2016,,SH572,377,346,300,1015.2,1,2,,,,,,,gcrl_ij
